landing_id,source_data_point_id,machine_status,baseline_decision,conflict_status,landing_confidence,risk_level,landing_action,suggested_module,source_title,source_page,topic,machine_reason,old_rule_match_count,old_rule_titles
landing-rule-0065,data-point-0065,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P0-影响安全/安装,接入报价前追问/拦截,precheck_quote:safety_or_install_gate,岩板柜,1,•岩板作为台面，边角默认为直边安全角，其他边角需备注；边 角详细尺寸见：“岩板” •当与圆边柜体连接时，可使用R10圆角与圆边柜体相接，也可 使用直角安全角。 •使用内斜边时，应注意岩板需外飘处理与柜体连接。 •岩板做台面时，下有木框架支撑,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0010,data-point-0010,paused_unverified,requires_formula_tests,money_rule_paused,high,P1-影响能否下单,接入报价计算,pricing_calculation:cabinet_structure_adjustment,模块卡座书柜定制设计指引,3,高柜模块 高柜设计要求： •高柜宽度限制：单模块 W=700~900mm 双模块 W=1400 -1800mm •高柜高度限制： H=1800 或2000mm •高柜深度限制： D≤300mm •所有高柜模块均只有最下排开放区有背板 (不可,金额候选规则先暂停，等待机器生成公式字段和金额测试。,0,
landing-rule-0079,data-point-0079,paused_unverified,requires_formula_tests,money_rule_paused,high,P1-影响能否下单,接入报价计算,pricing_calculation:cabinet_structure_adjustment,圆弧侧板,1,圆弧侧板 •圆弧R=50mm不可做其他弧度；柜体高度≤2600mm时可自行分段或不分段，＞2600mm时需要随柜体断开，选用圆弧侧板的时候挡条应为弧形 挡条； 顶部岩板 也为弧形 圆弧侧板俯视尺寸图挡条需≥50mm， 挡条牙称外露需≥15m,金额候选规则先暂停，等待机器生成公式字段和金额测试。,0,
landing-rule-0122,data-point-0122,paused_unverified,requires_formula_tests,money_rule_paused,high,P1-影响能否下单,接入报价计算,pricing_calculation:door_panel_adjustment,藤编门,1,藤编门/拱形藤编门 •尺寸限制：单扇门宽≤560mm，门高≤2300mm；藤面高度每700mm需加一根 暗称 •门板厚度：22mm •门边框宽度：60mm（外露30mm） •开启方式：可推弹开启、拉手开启。 •特殊要求：藤编门门边框均为45,金额候选规则先暂停，等待机器生成公式字段和金额测试。,5,拱形玻璃门尺寸限制 | 胶囊玻璃门尺寸限制 | 拱形藤编门尺寸限制 | 藤编门尺寸限制 | 可推弹开启、抠手开启、拉手
landing-rule-0369,data-point-0369,paused_unverified,requires_formula_tests,money_rule_paused,high,P1-影响能否下单,接入报价计算,pricing_calculation:door_panel_adjustment,针式铰链铝框门,1,针式铰链铝框门 •尺寸限制：305mm≤高度≤3000mm，180mm≤宽度≤500mm •门板厚度：扣手及铰链处厚36mm，其余厚22mm •门边框宽度：上下门框宽31，左右门框宽29 •门边框颜色：黑色\金色，需备注；可定制银色\白色\,金额候选规则先暂停，等待机器生成公式字段和金额测试。,5,背板和层板需要自攻螺丝固定 | 针式铰链铝框门尺寸限制 | 可推弹开启、抠手开启、拉手 | 平板与层板之间的放鞋空区处，需根据客户家鞋类的具体情况自行判断，需在图纸上标注尺寸. 贴纸粘贴在中间位置，脚踢贴纸位置，弹出使用H W侧视尺寸图抽 面 穿带平板静音条 背 板 | 可推弹开启、拉手
landing-rule-0067,data-point-0067,paused_unverified,requires_formula_tests,money_rule_paused,high,P1-影响能否下单,接入报价计算,pricing_calculation:cabinet_structure_adjustment,无底板柜,2,•无底板柜进深须≤700mm，两侧立板为平板穿带结构，穿带可在内侧或外侧，由封板遮挡，封板宽度≥30mm。如柜体进深＞700mm，则分为前 后两柜设计。 •柜内空区（两侧板之间尺寸）长度≤1200mm，柜内空区长度＞1000mm时，需加钢管,金额候选规则先暂停，等待机器生成公式字段和金额测试。,2,可推弹开启、抠手开启、拉手 | 30mm，不可安装于其他位置。
landing-rule-0048,data-point-0048,paused_unverified,requires_formula_tests,money_rule_paused,high,P1-影响能否下单,接入报价计算,pricing_calculation:cabinet_structure_adjustment,纹理连续说明,5,•竖向纹理侧板连纹：纹理方向高度≤2600mm 时，侧板为整板，如上下侧板中间有横板， 纹理不连续；纹理方向高度＞2600mm时，侧 板分段，纹理不连续。•像素格书柜门板均需附加能够显示纹理 方向的材质图且备注“门板为竖纹/横 纹”，无备注,金额候选规则先暂停，等待机器生成公式字段和金额测试。,0,
landing-rule-0082,data-point-0082,paused_unverified,requires_formula_tests,money_rule_paused,high,P1-影响能否下单,接入报价计算,pricing_calculation:cabinet_structure_adjustment,挡条,4,圆弧挡条——门板内嵌 •当门板内嵌时，根据挡条章节按要求预留尺寸； •圆弧挡条：前挡条及两侧挡条厚度22mm，弧形挡条尺寸48*48，挡条厚度22mm，20mm≤宽度≤120mm。在图纸中应标注为红色； 48 50 48 50 R=48 顶,金额候选规则先暂停，等待机器生成公式字段和金额测试。,4,窄边风格拆装时门盖牙称与顶挡条最少留出15mm | 可推弹开启、抠手开启、拉手 | 60mm以下不能做居中圆扣手。 | 无背板柜体需要安装拉条用膨胀螺丝与墙体固定
landing-rule-0105,data-point-0105,paused_unverified,requires_formula_tests,money_rule_paused,high,P1-影响能否下单,接入报价计算,pricing_calculation:cabinet_structure_adjustment,平开门说明,2,铰 链 所 在 边铰 链 所 在 边上门 边上门 边 上门边 ≤1.5 铰链所在边进行平开门的设计时，需注意一些特殊要求，分列如下： 1.门板长宽比例不易过大，比例过大时，会使铰链负荷过大而造成铰链螺丝脱落或门板下沉。示例图及公式可见图3-,金额候选规则先暂停，等待机器生成公式字段和金额测试。,1,会使铰链负荷过大而造成铰链
landing-rule-0249,data-point-0249,paused_unverified,requires_formula_tests,money_rule_paused,high,P1-影响能否下单,接入报价计算,pricing_calculation:cabinet_structure_adjustment,挡条,3,圆弧挡条——门板盖顶挡条 •当门板盖顶挡条时，建议外露15mm，具体情况具体分析； •圆弧挡条：前挡条厚度22mm，两侧挡条前方需要避让圆弧立柱，厚度28mm，20mm≤宽度≤120mm，使用连接件与柜体连接。 在图纸中应标注为红色； 顶正,金额候选规则先暂停，等待机器生成公式字段和金额测试。,3,窄边风格拆装时门盖牙称与顶挡条最少留出15mm | 可推弹开启、抠手开启、拉手 | 60mm以下不能做居中圆扣手。
landing-rule-0157,data-point-0157,paused_unverified,requires_formula_tests,money_rule_paused,high,P1-影响金额候选,接入报价计算,pricing_calculation:cabinet_structure_adjustment,模块化儿童床设计要求,4,a)除标准模块中已有的围栏、孔洞、开口设计，请勿随意设计其他样式，如有需求请填写至需求表格；,金额候选规则先暂停，等待机器生成公式字段和金额测试。,1,a)除标准模块中已有的围栏、孔洞、开口设计，请勿随意设计其他样式，如有需求请填写至需求表格；
landing-rule-0158,data-point-0158,paused_unverified,requires_formula_tests,money_rule_paused,high,P1-影响金额候选,接入报价计算,pricing_calculation:cabinet_structure_adjustment,模块化儿童床设计要求,11,600mm需分为2个抽屉；,金额候选规则先暂停，等待机器生成公式字段和金额测试。,1,600mm需分为2个抽屉；
landing-rule-0227,data-point-0227,paused_unverified,requires_formula_tests,money_rule_paused,high,P1-影响合同备注,接入报价计算,pricing_calculation:cabinet_structure_adjustment,常规拆装柜体,7,无背板/常规背板，常用于卡座书柜、储物柜等常规拆装柜体-超深柜体分段示例 单个柜体的柜体板件深度＞700mm时为超深整体柜，前后须分段，断开方式为分缝断开；也可由单体柜组合成超深柜体，下单时请注明，无备注 默认做整体柜。以下为几种常见超深整,金额候选规则先暂停，等待机器生成公式字段和金额测试。,2,常规拆装柜体牙称常用50/80mm，允许范围50-250mm | 常规拆装柜体高度≤1700mm默认顶盖侧，＞1700mm默认侧盖顶
landing-rule-0505,data-point-0505,paused_unverified,requires_formula_tests,money_rule_paused,high,P1-影响金额候选,接入报价计算,pricing_calculation:cabinet_structure_adjustment,常规拆装柜体,9,多组单体柜组合为超高柜体 多组单体柜组合为超深柜体A柜 B柜A柜 B柜A柜B柜A柜 B柜,金额候选规则先暂停，等待机器生成公式字段和金额测试。,2,常规拆装柜体牙称常用50/80mm，允许范围50-250mm | 常规拆装柜体高度≤1700mm默认顶盖侧，＞1700mm默认侧盖顶
landing-rule-0136,data-point-0136,paused_unverified,requires_formula_tests,money_rule_paused,high,P1-影响能否下单,接入报价计算,pricing_calculation:general_adjustment,吊轨门,1,吊轨门 •该门型常用于小型步入式衣帽间组合 •五金承重最大30kg，设计时请勿超出此重量 •600mm≤门宽≤1200mm；门高≤2300mm；门厚26mm •轨道分为上/下轨道，上轨道安装吊轮，吊轮使用双阻尼 •上轨道安装所需空间单轨需≥,金额候选规则先暂停，等待机器生成公式字段和金额测试。,2,可推弹开启、抠手开启、拉手 | 默认双边居中内扣拉手
landing-rule-0543,data-point-0543,paused_unverified,requires_formula_tests,money_rule_paused,high,P1-影响金额候选,接入报价计算,pricing_calculation:door_panel_adjustment,吊轨门,2,•轨道两侧需要有东西遮轨道 •下轨道需在门板下方开槽安装轨道 •吊轨门门板结构为拼框结构，门框宽度70mm L W（W=L/2+20) 门板宽度W=L/2+20两侧需要有东西遮挡防止两侧轨道外露 门板下方开槽,金额候选规则先暂停，等待机器生成公式字段和金额测试。,0,
landing-rule-0437,data-point-0437,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,抽拉床,1,抽拉床 •尺寸限制:整体W≤2000mm，床身主体W1≤1200，拉出尺寸：W2≤800 •排骨架尺寸：排骨架宽度根据长L度均分；宽度≈80mm，之间缝隙为1.5mm •可定制抽屉款抽拉床，不可做箱体抽拉床 固定床架宽度 W1 W1≤120,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,5,可推弹开启、抠手开启、拉手 | 可推弹开启、拉手 | 2000*900*780 订制款： 长度≤2000mm 宽度≤900mm其他桌 该类书桌必须固定在承重墙上;无需与其他柜体固定订制注意事项： | 长拉手长度1100mm，可靠下安装，距边30mm，不可安装于其他位置 | 30mm，不可安装于其他位置。
landing-rule-0124,data-point-0124,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,真格栅门,1,真格栅门 •尺寸限制：单扇门宽≤560mm，门高≤2300mm •门板厚度：26mm •门边框宽度：60mm（含斜切边），腰称宽度：65mm •开启方式：可推弹开启、抠手开启、拉手开启。 •适用铰链：铰链均可适用。内嵌门铰链称宽度需≥100,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,5,超高拼框木门尺寸限制 | 拱形玻璃门尺寸限制 | 胶囊玻璃门尺寸限制 | 超高拼框玻璃门尺寸限制 | 拱形藤编门尺寸限制
landing-rule-0358,data-point-0358,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,骨骼线门板,1,•尺寸限制：单扇门宽≤450mm，高度≤2300mm •门板厚度：20mm •穿带避让尺寸*：20mm/30mm •开启方式：可推弹开启、拉手开启；拉手尺寸：40*20 •特殊要求：拉手不可安装在上下，只能安装在左右 •适用铰链：所有铰链均,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,5,拱形藤编门尺寸限制 | 藤编门尺寸限制 | 可推弹开启、抠手开启、拉手 | 50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。 | 可推弹开启、拉手
landing-rule-0433,data-point-0433,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,小蜻蜓举升器,1,所有箱体床，包括符合安装要求的侧翻床、儿童床，均使用SUSPA小蜻蜓举升器 注意事项： 1.内空要求H≥196mm；内空长度L≥950mm；内空长度L≤600mm时可使用榻榻米盖板；内空长度600＜L＜ 950mm时不可做可开启床屉板。 2,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0088,data-point-0088,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,平板背板,2,•9mm竖纹平板背板(整装柜体) •尺寸限制:内空高度H≤2400mm，超过800需要加横撑； 当内空宽度W≤360mm时，为一整块背板； 当W＞360mm时需断开，且单块背板宽度L≤260mm； •适用范围:除有横向狭长背板的小件家具外的,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,背板和层板需要自攻螺丝固定
landing-rule-0089,data-point-0089,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,平板背板,3,H WL•15mm竖纹平板背板(拆装柜体) •背板可通顶或者分段使用； •分段背板承重性更好，与层板之间不容易漏缝； •层板间距＞1700时，背板与层板需要自攻螺丝固定； •尺寸限制： 内空高度H≤2400mm 当内空宽度W≤360mm时为,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,背板和层板需要自攻螺丝固定
landing-rule-0090,data-point-0090,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,平板背板,6,"•15mm竖纹平装平板背板(拆装柜体)； •背板可通顶或者分段使用,背板与层板无需自攻螺丝固定； •尺寸限制： 内空高度H≤1700mm 当内空宽度W≤360mm时为一整块背板 当W＞360mm时需要断开，且单块背板宽度L≤260mm；平板",新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,背板和层板需要自攻螺丝固定
landing-rule-0097,data-point-0097,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,托盘抽,1,托盘抽 •托盘抽主要用于书桌键盘抽、储物柜/餐边柜拉出平台等； •抽面厚度：22mm •尺寸限制：66mm≤抽面高度H≤128mm；抽面上沿至托盘上沿高差20mm≤C≤60mm；抽面长度L≤1050mm •承重：30Kg •开启方式：可使用,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,5,托盘抽尺寸与开启方式限制 | 可推弹开启、抠手开启、拉手 | 50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。 | 可推弹开启、拉手 | 可使用扣手、明装拉手
landing-rule-0120,data-point-0120,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,极窄斜边拼框门,1,"极窄斜边拼框门 •尺寸限制：单扇门宽W≤500mm；高H≤2200mm •门板厚度：门厚28mm •门边框宽度：外露30mm（斜切边:25mm,外露平边5mm），边宽60mm •开启方式：可推弹开启；扣手开启 •门板结构：45°斜角拼接 •",新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,5,可推弹开启、抠手开启、拉手 | 可推弹开启、拉手 | 40mm≤W≤60mm，默认40mm，有其他临近平开门边框为60mm时可调为60mm； | 可抠手开启、五金拉手 | 长拉手长度1100mm，可靠下安装，距边30mm，不可安装于其他位置
landing-rule-0349,data-point-0349,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,超大带轮抽屉,1,超大带轮抽屉 •超大带轮抽屉为床下落地抽屉；抽盒板厚20mm；抽底为拼框结构 •抽面厚度：22mm •尺寸限制： 抽面长度建议小于700mm；抽屉总进深建议不大于1200mm；抽面高度≤350mm 设计时应考虑抽屉开启时空间是否足够以及拉动,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,4,50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。 | 可使用扣手、明装拉手 | 可使用明装拉手 | 长拉手长度1100mm，可靠下安装，距边30mm，不可安装于其他位置
landing-rule-0286,data-point-0286,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,抽屉锁,6,机械抽屉锁 •普通锁使用钥匙开启，颜色可选黑色、镍色，使用时应备注及附图； •注意使用普通锁时抽屉无法使用通长扣手；可选择靠左、靠右、居中安装； •带锁抽屉上方必须要有层板或≥50宽的拉条； •普通锁仅可用于锁住一个抽屉，不可联排锁定； •,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,无背板柜体需要安装拉条用膨胀螺丝与墙体固定
landing-rule-0023,data-point-0023,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,百川门,1,百川门 •尺寸限制：单扇门宽≤550mm，高度≤2400mm •门板厚度：22mm •穿带避让尺寸：无需避让 •开启方式：该门型开启方式为按弹开启、拉手开启（建议搭配 弦月拉手使用）、铣型扣手开启、（可做推拉门）推拉开启。 •特殊要求：百川,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,5,拱形藤编门尺寸限制 | 藤编门尺寸限制 | 可推弹开启、抠手开启、拉手 | 50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。 | 可推弹开启、拉手
landing-rule-0030,data-point-0030,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,外悬推拉门（木门）,1,外悬推拉门（木门） 拼框门门边框接缝处需有木条覆盖该门型由直边拼框门+木条组合而成•该门型由直边拼框门+木条组合而成，木条后拼框门需遵循常规拼框门尺寸限制等要求。 •门厚37/41mm，木条厚度15mm，木条宽度15mm，木条间隙可根据门宽,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0108,data-point-0108,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,飞瀑门,1,•尺寸限制：单扇门宽≤500mm，宽度＞450mm时，需两块拼接（外 观有中缝），高度≤2300mm •门板厚度：20mm •穿带避让尺寸*：20mm/30mm •开启方式：可推弹开启、抠手开启、拉手开启。无备注无标注时 默认为推弹开启，其,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,5,针式铰链铝框门尺寸限制 | 铝框岩板门尺寸限制 | 超高拼框木门尺寸限制 | 拱形玻璃门尺寸限制 | 胶囊玻璃门尺寸限制
